split,n,n_samples,mae,rmse,mean_std,picp@0.5,mpiw@0.5,picp@0.8,mpiw@0.8,picp@0.9,mpiw@0.9,picp@0.95,mpiw@0.95,ece_central,ece_quantile,variant
test,1262,50,8.177925160494167,10.765717208551772,10.908813883309886,0.5396196513470681,14.715766302178464,0.7805071315372425,27.96041502078091,0.8613312202852615,35.886804163401685,0.904120443740095,42.76176465067581,0.026291600633914426,0.030903328050713164,multi
