split,n,n_samples,mae,rmse,mean_std,picp@0.5,mpiw@0.5,picp@0.8,mpiw@0.8,picp@0.9,mpiw@0.9,picp@0.95,mpiw@0.95,ece_central,ece_quantile,variant
test,1262,50,9.795326925117505,12.522351348100036,8.88662363846215,0.39857369255150554,11.987873115985861,0.6133122028526149,22.777332872553647,0.7099841521394612,29.234390246154316,0.7543581616481775,34.83492455109623,0.11006339144215531,0.057194928684627555,baseline
