Variant,MAE,RMSE,PICP@0.90,MPIW@0.90,PICP@0.95,MPIW@0.95
Baseline,9.795326925117504,12.522351348100036,0.7099841521394612,29.23439024615432,0.7543581616481775,34.83492455109623
Multi,8.177925160494167,10.765717208551772,0.8613312202852615,35.886804163401685,0.904120443740095,42.76176465067581
